국제표준연속 간행물번호(전자식),국제표준연속 간행물번호(종이식),학술지명(국문),학술지명(외국어),등재 구분,학술지 연구분야,창간년도,발행간기,사용언어,발행기관명(국문),발행기관명(영문),부설연구소 소속 대학,기관 구분
26718332,17380057,평생학습사회,,등재,사회과학 > 교육학,2005,연4회,"한국어,영어",원격교육연구소,Institute of Distance Education,한국방송통신대학교,대학부설연구소
27135934,17387191,비교민주주의연구,Comparative Democratic Studies,등재,사회과학 > 정치외교학 > 비교정치 > 정치권력/정치과정,2005,연2회,"한국어,영어",민주주의와 자치 연구소,Inje Institute of Democracy and Autonomy,인제대학교,대학부설연구소
27334899,22346848,교육연극학,,등재,예술체육학 > 연극 > 연극일반 > 연극교육,2005,연2회,"한국어,영어",한국교육연극학회,,,학회
,17386985,한국지열에너지학회논문집,,등재,공학 > 건축공학 > 건축설비/환경 > 건축에너지,2005,연4회,한국어,한국지열에너지학회,Korea Society of Geothermal Energy Engineers,,학회
21580715,21580103,Forest Science and Technology,Forest Science and Technology,등재,농수해양학 > 임학 > 산림유전/조림/육종,2005,연4회,영어,한국산림과학회,Korean Society of Forest Science,,학회
,17387639,역사교육연구,Studies on History Education,등재,인문학 > 역사학 > 역사일반 > 역사교육,2005,연3회,"한국어,영어",한국역사교육학회,The Korean Association of History Education,,학회
,19751621,철학사상문화,PHILOSOPHY¡¤THOUGHT¡¤CULTURE,등재,인문학 > 기타인문학,2005,연3회,한국어,동서사상연구소,Research Institute for East-West Thought,동국대학교,대학부설연구소
26715538,20053665,국제이해교육연구,Journal of Education for International Understanding,등재,복합학 > 학제간연구,2005,연2회,한국어,한국국제이해교육학회,Korean Society Of Education For International Understanding,,학회
25087991,25087991,소비자정책교육연구,Consumer Policy and Education Review,등재,사회과학 > 경제학 > 소비자/소비경제,2005,연4회,"한국어,영어",한국소비자정책교육학회,Korean Society of Consumer Policy and Education,,학회
25860046,25860151,대한불안의학회지,Anxiety and Mood,등재,의약학 > 정신과학,2005,연2회,"한국어,영어",대한불안의학회,Korean Academy of Anxiety Disorders,,학회
,20051409,한국과학예술융합학회,The Korean Society of Science & Art,등재,복합학 > 학제간연구,2005,연5회,"한국어,영어",한국전시산업융합연구원,korea institute of exhibition industry convergence,,학회
,19750188,북한학연구,,등재,사회과학 > 지역학 > 동아시아 > 북한,2005,연2회,한국어,북한학연구소,"The Institute for North Korean Studies, Dongguk University",동국대학교,대학부설연구소
,1975390X,독도연구,THE JOURNAL OF DOKDO,등재,인문학 > 역사학,2005,연2회,"한국어,영어",독도연구소,Dokdo Research Institute,영남대학교,대학부설연구소
,17389178,우리춤과 과학기술,,등재,예술체육학 > 무용,2005,연4회,한국어,우리춤연구소,Research Institute of Korean Traditional Dance ,한양대학교,대학부설연구소
,19755503,의철학연구,Philosophy of Medicine,등재,인문학 > 철학 > 철학일반 > 기타철학일반,2006,연2회,"한국어,영어",한국의철학회,The Korean Association for Philosophy of Medicine,,학회
,1975907x,근대 철학,Modern Philosophy,등재후보,인문학 > 철학,2006,연2회,"한국어,영어",서양근대철학회,,,학회
27334848,2287173X,무역전시연구,Korea Trade Exhibition Review,등재,사회과학 > 무역학,2006,연4회,"한국어,영어",한국무역전시학회,The Korea Association of Trade Exhibition Studies,,학회
23835400,,한국해양바이오학회지,Journal of Marine Bioscience and Biotechnology ,등재후보,자연과학 > 생물학 > 환경생물학 > 해양생물,2006,연2회,"한국어,영어",(사)한국해양바이오학회,The Korean Society for Marine Biotechnology,,학회
26716135,2005632X,구보학보,Gubo Hakbo-The Journal of Korean Modern Literature,등재,인문학 > 한국어와문학 > 국문학 > 현대소설(국문학),2006,연3회,"한국어,영어",구보학회,The Korean Association of Kubo Studies,,학회
,19763182,식공간연구,Journal of the Table & Food Coordinate,등재,복합학 > 감성과학 > 감성디자인,2006,연3회,"한국어,영어",한국식공간학회,The Table & Food Coordinate Society of Korea(TFCK),,학회
,19753241,에너지기후변화학회지,Journal of Energy&Climate Change,등재후보,공학 > 기계공학,2006,연2회,"한국어,영어",한국에너지기후변화학회,JOURNAL OF ENERGY & CLIMATE CHANGE,,학회
24658324,19756461,의정논총,Journal of Parliamentary Research ,등재,사회과학 > 정치외교학 > 정치학일반 > 정치행정,2006,연2회,한국어,한국의정연구회,The Korea Parliamentary Research Institute,,학회
,19758499,고전과 해석,,등재,인문학 > 한국어와문학 > 국문학 > 국문학사,2006,연3회,"한국어,한국어",고전문학한문학연구학회,,,학회
24658510,24658243,Urogenital Tract Infection,Urogenital Tract Infection,등재,의약학 > 비뇨기과학,2006,연3회,"영어,영어",대한요로생식기감염학회,,,학회
27340570,19757700,한국지식정보기술학회 논문지,Journal of Knowledge Information Technology and Systems,등재,복합학 > 학제간연구,2006,연6회,"한국어,영어",한국지식정보기술학회,Korea Knowledge Information Technology Society,,학회
25081470,19759290,한국아동심리치료학회지,Korean Journal of Child Psychotherapy,등재,자연과학 > 생활과학 > 아동학 > 아동상담/치료,2006,연4회,"한국어,영어",한국아동심리치료학회,Korean Association Of  Psychotherapy For Children,,학회
,19755171,Anesthesia and Pain Medicine,Anesthesia and Pain Medicine,등재,의약학 > 마취과학 > 기타마취과학,2006,연4회,"한국어,영어",대한마취통증의학회,Korean Society Of Anesthesiologists,,학회
,1975535X,척추신경추나의학회지,The Journal of Korea CHUNA Manual Medicine for Spine & Nerves,등재,의약학 > 한의학,2006,연2회,"한국어,영어",척추신경추나의학회,Korean Society of Chuna Manual Medicine Spine & Nerves,,학회
,19758170,한국전자통신학회 논문지,The Journal of The Korea Institute of Electronic Communication Sciences,등재,공학 > 전자/정보통신공학 > 정보통신 > 정보통신이론,2006,연6회,"한국어,영어",한국전자통신학회,The Korea Institute of Electronic Communication Sciences,,학회
27140946,27140938,동아시아불교문화,journal of eastern-asia buddhism and culture,등재,인문학 > 불교학 > 지역불교및불교사연구,2006,연4회,"한국어,중국어",동아시아불교문화학회,The Association of Eastern-Asia Buddhism and Culture,,학회
26719509,19757557,벤처창업연구,Asia-Pacific Journal of Business Venturing and Entrepreneurship,등재,사회과학 > 경영학 > 창업/벤처기업,2006,연6회,"한국어,영어",한국벤처창업학회,The Korean Society of Business Venturing,,학회
19764019,19753586,International Journal of Intangible Heritage,International Journal of Intangible Heritage,등재,인문학 > 역사학 > 인류학 > 민속학(인류학),2006,연2회,"영어,한국어",국립민속박물관,National Folk Museum of Korea,,학회
,19754817,법교육연구,Journal of Law-Related Education,등재,사회과학 > 교육학 > 기타교육학,2006,연3회,"한국어,영어",한국법교육학회,Korea Law-related Education Association,,학회
27340678,2734066X,한국리듬운동학회지,Journal of Korean Society for Rhythmic Exercises,등재,예술체육학 > 체육,2006,연2회,"한국어,영어",한국리듬운동학회,Korean Society for Rhythmic Exercises,,학회
27339874,19757239,문화와 사회,The Korean Journal of Cultural Sociology,등재,사회과학 > 사회학 > 문화/종교사회학,2006,연3회,한국어,한국문화사회학회,,,학회
22873961,19756291,로봇학회 논문지,The Journal of Korea Robotics Society,등재,공학 > 제어계측공학 > 로봇공학/로보틱스,2006,연4회,"한국어,영어",한국로봇학회,Korea Robotics Society,,학회
26717611,19760671,한국HCI학회 논문지,Jourmal of the HCI Society of Korea,등재,복합학 > 학제간연구,2006,연4회,"한국어,영어",한국에이치씨아이학회,The HCI Society of Korea,,학회
22877215,1975311X,대한물리의학회지,Journal of the Korean Society of Physical Medicine,등재,의약학 > 물리치료학 > 기타물리치료학,2006,연4회,"한국어,영어",대한물리의학회,The Korean Society of Physical Medicine,,학회
,19755066,대한임베디드공학회논문지,IEMEK Journal of Embedded Systems and Applications,등재,공학 > 컴퓨터학 > 컴퓨터시스템 > 내장형시스템,2006,연6회,"한국어,영어",대한임베디드공학회,Institute of Embedded Engineering of Korea,,학회
,2005971X,한국혁신학회지,Innovation studies,등재,복합학 > 과학기술학 > 과학기술정책학,2006,연4회,"한국어,영어",한국혁신학회,,,학회
,20928068,한국창업학회지,Journal of the Korean Entrepreneurship Socieity,등재,사회과학 > 경영학 > 창업/벤처기업,2006,연4회,"한국어,영어",한국창업학회,,,학회
,19764405,한국공간디자인학회 논문집,Journal of Korea Intitute of Spatial Design,등재,예술체육학 > 디자인 > 환경디자인 > 실내환경디자인,2006,연6회,"한국어,영어",한국공간디자인학회,Korean Institute of Spatial design,,학회
,19752660,불교학리뷰,,등재,인문학 > 불교학,2006,연2회,"한국어,영어",불교문화연구소,Geumgang Center for Buddhist Studies,금강대학교,대학부설연구소
26716496,19756186,문화예술교육연구,Korean Journal of Culture and Arts Education Studies,등재,복합학 > 감성과학 > 기타감성과학,2006,연6회,"한국어,영어",한국문화교육학회,The Korean Society for Culture and Arts Education Studies,,학회
27338479,19750323,역량개발학습연구(구 한국HRD연구),Journal of Competency Development & Learning ,등재,사회과학 > 교육학,2006,연4회,"한국어,영어",한국인적자원개발전략연구소,Korean Human Resource Development Strategy Institute,중앙대학교,대학부설연구소
20937423,19750102,Journal of Electrical Engineering & Technology,Journal of Electrical Engineering & Technology,등재,공학 > 전기공학,2006,연6회,영어,대한전기학회,,,학회
26715910,17389739,육아지원연구,EARLY CHILDHOOD EDUCATION & CARE,등재,사회과학 > 교육학 > 분야교육 > 유아교육,2006,연4회,"한국어,영어",한국육아지원학회,The Korean Society For Early Childhood Education and Care,,학회
,19765789,형사법의 신동향,Contemporary Review of Criminal Law,등재,사회과학 > 법학 > 공법 > 형법,2006,연4회,한국어,대검찰청,,,일반기관
,19752733,청소년문화포럼,Forum For Youth Culture,등재,사회과학 > 사회복지학 > 청소년복지,2006,연4회,"한국어,영어",(사)한국청소년문화연구소,Research Center For Korean Youth Culture,,일반기관
27136825,1975888X,의료커뮤니케이션,"Health Communication, the Official Journal of Korean Academy on Communication in Healthcare",등재후보,의약학 > 의학일반,2006,연2회,"한국어,영어",대한의료커뮤니케이션학회,Korean Academy on Communication in Healthcare,,학회
,19754558,통합교육연구,The Journal of Inclusive Education,등재,사회과학 > 교육학 > 분야교육 > 특수교육,2006,연2회,"한국어,영어",한국통합교육학회,The Korean Society Of Inclusive Education,,학회
27338487,19755945,지식재산연구,The Journal of Intellectual Property,등재,사회과학 > 법학 > 분야별법 > 지적재산권법,2006,연4회,"한국어,영어",한국지식재산연구원,Korea Institute of Intellectual Property,,학회
,17932920,NANO,,등재,자연과학 > 화학,2006,연6회,한국어,성균나노과학기술원,SKKU Advanced Institute of Nanotechnology,성균관대학교(자연과학캠퍼스),대학부설연구소
,19755902,Journal of China Studies,Journal of China Studies,등재,사회과학 > 지역학 > 동아시아 > 중국,2006,연4회,"한국어,중국어",중국연구소,Institute of Chinese Studies,부산대학교,대학부설연구소
22888772,19756151,기후연구,Journal of Climate Research,등재,사회과학 > 지리학 > 자연지리학 > 기후학,2006,연4회,"한국어,영어",기후연구소,KU Climate Research Institute,건국대학교,대학부설연구소
22336273,20939043,Neurointervention,Neurointervention,등재후보,의약학 > 방사선과학 > 진단방사선 > 중재적진단방사선학,2006,연2회,영어,대한신경중재치료의학회,Korean Society of Interventional Neuroradiology,,학회
,19755813,仙道文化,,등재,인문학 > 철학 > 철학일반 > 기타철학일반,2006,연2회,"한국어,중국어",국학연구원,kukhak Institute,국제뇌교육종합대학원대학교,대학부설연구소
,19756046,코기토,Cogito,등재,인문학 > 기타인문학,2006,연3회,한국어,인문학연구소,Institute for Humanities ,부산대학교,대학부설연구소
26716259,19758324,국정관리연구,Journal of Governance Studies,등재,사회과학 > 행정학 > 기타행정학,2006,연4회,"한국어,영어",성균관대학교 국정전문대학원,graduate school of governance,,학회
,19757743,사이間SAI,사이間SAI,등재,인문학 > 한국어와문학 > 국문학 > 기타국문학,2006,연2회,"한국어,영어",국제한국문학문화학회,INAKOS(International Association of Korean Literary and Cultural Studies),,학회
,19760205,경찰학논총,The Police Science Journal,등재,사회과학 > 행정학 > 분야별행정 > 경찰행정,2006,연4회,한국어,경찰학연구소,The Institute of Police Science,원광대학교,대학부설연구소
26715708,1975857X,禪文化硏究,,등재,인문학 > 불교학 > 기타불교학,2006,연2회,한국어,한국불교선리연구원,The Korean Institute of Buddhist Seon,,학회
,19758731,야외고고학,The Journal of Korean Field Archaeology,등재,인문학 > 역사학 > 고고학,2006,연3회,"한국어,영어",(사)한국문화유산협회,Korea Cultural Heritage Association ,,학회
23840633,19760620,한국방사선학회논문지,Journal of the Korean Society of Radiology,등재,공학 > 원자력공학 > 방사선공학 > 방사선의료학,2007,연7회,"한국어,영어",한국방사선학회,The Korea Society of Radiology,,학회
20056168,19761457,Nutrition Research and Practice,Nutrition Research and Practice,등재,자연과학 > 생활과학 > 영양학,2007,연6회,"영어,영어",한국영양학회,The Korean Nutrition Society,,학회
,19764723,인격교육,The Journal of Saramdaum Education,등재,사회과학 > 교육학 > 기타교육학,2007,연4회,"한국어,영어",한국인격교육학회,The Korean Society For The Study Of Moral Character Education,,학회
,20050968,고고광장,,등재,인문학 > 역사학 > 고고학 > 기타고고학,2007,연2회,한국어,부산고고학회,The Pusan Archaeological Society,,학회
,19766254,민족사상,KOREA ASSOCIATION OF NATIONAL THOUGHT,등재,사회과학 > 정치외교학 > 정치사상 > 한국정치사상,2007,연3회,"한국어,영어",한국민족사상학회,Korean Association of Korean Thought,,학회
2384017X,19766211,한국엔터테인먼트산업학회논문지,Journal of Korea Entertainment Industry Association,등재,복합학 > 학제간연구,2007,연8회,"한국어,한국어",한국엔터테인먼트산업학회,The Korea Entertainment Industry Association,,학회
,19769121,교정담론,Korean Journal of Correctional Discourse,등재,사회과학 > 법학 > 공법 > 형사정책,2007,연3회,"한국어,영어",아시아교정포럼,Asian Forum for Corrections,,학회
22871160,19766912,Asian Journal of Atmospheric Environment,Asian Journal of Atmospheric Environment,등재,자연과학 > 대기과학,2007,연4회,"영어,영어",한국대기환경학회,Korea Society For Atmospheric Environment,,학회
,19762402,방사선산업학회지,Journal of Radiation Industry,등재,공학 > 원자력공학 > 방사선공학 > 응용방사선학,2007,연4회,"한국어,영어",(사)한국방사선산업학회,Korean Society of Radiation Industry,,학회
,19763204,우리말교육현장연구,Field Studies in Korean Language Education,등재,인문학 > 한국어와문학 > 국어교육,2007,연2회,"한국어,영어",우리말교육현장학회,,,학회
,19767048,포은학연구,Journal of Poeun Studies,등재,인문학 > 기타인문학,2007,연2회,"한국어,영어",포은학회,Association of Poeun Studies,,학회
,19760523,한국범죄학,Journal of Korean Criminological Association,등재,사회과학 > 행정학 > 분야별행정 > 경찰행정,2007,연3회,"한국어,영어",대한범죄학회,Korean Criminological Association,,학회
,19760590,Canon&Culture(캐논앤컬처),CC,등재,인문학 > 종교학 > 서양종교,2007,연2회,"한국어,영어",한국신학정보연구원,Institute of Korean Theological Information Network Service,,일반기관
,20937407,현장과학교육,School Science Journal,등재,사회과학 > 교육학 > 교과교육학 > 과학교육학,2007,연3회,"한국어,영어",한국현장과학교육학회,The Korean Society for School Science,,학회
,20050143,역사와 세계,History & the World,등재,인문학 > 역사학 > 역사일반 > 기타역사일반,2007,연2회,한국어,효원사학회,Hyowon Historical Society,,학회
,19765509,무예연구,Journal of Martial Arts,등재,복합학 > 학제간연구,2007,연2회,"다수언어,한국어",한국무예학회,Korean Society of Martial arts,,학회
,2005369X,국제보건미용학회지,Journal of Health and Beauty,등재후보,예술체육학 > 미용,2007,연2회,한국어,국제보건미용학회,The international society of health and beauty,,학회
,19766521,신용카드리뷰,The Credit Card Review,등재,사회과학 > 경제학 > 금융(화폐)경제,2007,연4회,"한국어,영어",사단법인 한국신용카드학회,Korea Credit Card Academic Society,,학회
17531411,17531403,Asian Social Work and Policy Review,,등재,사회과학 > 사회복지학 > 사회복지학일반,2007,연3회,영어,한국사회복지학회,Korean Academy Of Social Welfare,,학회
,19763522,국악교육연구,,등재,예술체육학 > 예술일반 > 예술교육,2007,연2회,한국어,한국국악교육연구학회,The Society of Study for Korean Music Education,,학회
,19767102,재활복지공학회논문지,Journal of Rehabilitation Welfare Engineering & Assistive Technology,등재,공학 > 의공학 > 기초의학 > 재활공학,2007,연4회,"한국어,영어",한국재활복지공학회,RESKO(Rehabilitation Engineering And Assistive Technology Society of Korea),,학회
19767846,19761902,Asian Spine Journal,Asian Spine Journal,등재,의약학 > 정형외과학 > 척추,2007,연4회,"영어,영어",대한척추외과학회,Korean Society Of Spine Surgery,,학회
,20928114,한국소프트웨어감정평가학회 논문지,Journal of Software Assessment and Valuation,등재후보,공학 > 컴퓨터학,2007,연2회,"한국어,영어",한국소프트웨어감정평가학회,Korea Software Assessment and Valuation Society,,학회
,19762380,골프연구,Journal of Golf Studies,등재,예술체육학 > 체육 > 기타체육,2007,연4회,"한국어,영어",한국골프학회,Korean Society of Golf Studies,,학회
2586078X,19764391,INTERNATIONAL JOURNAL OF HUMAN MOVEMENT SCIENCE,INTERNATIONAL JOURNAL OF HUMAN MOVEMENT SCIENCE,등재후보,예술체육학 > 기타예술체육,2007,연3회,영어,한국체육학회,"Korean Alliance For Health, Physical Education, Recreation, And Dance",,학회
19767277,19767277,KSII Transactions on Internet and Information Systems, KSII Transactions on Internet and Information Systems ,등재,공학 > 컴퓨터학,2007,연12회,영어,한국인터넷정보학회,Korean Society For Internet Information,,학회
,19768036,아동청소년문학연구,The Korea Association of Literature for Children and Young Adlult,등재,인문학 > 문학 > 아동문학,2007,연2회,"한국어,영어",한국아동청소년문학학회,Korea Association of Literature for Children and Young Adults,,학회
24661430,24661422,과학수사학회지,Journal of Science Criminal Investigation,등재,복합학 > 과학기술학 > 과학기술과법,2007,연4회,"한국어,영어",한국과학수사학회,The  Korean Academy of Scientific Criminal Investigation,,학회
,19766483,한국건축친환경설비학회 논문집,,등재,공학 > 건축공학 > 건축설비/환경 > 건축에너지,2007,연4회,"한국어,영어",한국건축친환경설비학회,,,학회
26714086,1976491X,영어평가,English Language Assessment,등재후보,인문학 > 영어와문학 > 영어교육,2007,연2회,"한국어,영어",한국영어평가학회,The Korea English Language Testing Association,,학회
18635474,18635466,Plant Biotechnology Reports,Plant Biotechnology Reports,등재,농수해양학 > 농학,2007,연6회,"영어,영어",한국식물생명공학회,Korean Society for Plant Biotechnology,,학회
22881204,22887822,Situations: Cultural Studies in the Asian Context,Situations: Cultural Studies in the Asian Context,등재,인문학 > 기타인문학,2007,연2회,영어,연세대학교 영어영문학과 BK21 Plus 사업단,"BK21 Plus Team, Yonsei Department of English Language and Literature",,학회
,19766599,한국사회복지질적연구,Korean Journal of Qualitative Research in Social Welfare,등재,사회과학 > 사회복지학 > 사회복지학일반 > 사회복지조사/분석,2007,연3회,한국어,한국사회복지질적연구학회,Korean Academy of Qualitative Research in Social Welfare,,학회
25087150,,항공우주시스템공학회지,JOURNAL OF AEROSPACE SYSTEM ENGINEERING,등재,공학 > 항공우주공학 > 항공기설계/제작,2007,연6회,"한국어,영어",항공우주시스템공학회,The Society for Aerospace System Engineering,,학회
,25084666,IDI 도시연구,,등재,사회과학 > 사회과학일반,2007,연2회,한국어,(재) 인천연구원,The Incheon Institute,,일반기관
27141101,19763212,교양교육연구,Korean Journal of General Education,등재,복합학 > 학제간연구,2007,연6회,"한국어,영어",한국교양교육학회,The Korean Association of General Education,,학회
,20935986,보건의료산업학회지,The Korean Journal of Health Service Management,등재,의약학 > 예방의학 > 의료관리 > 병원관리,2007,연4회,"한국어,영어",보건의료산업학회,Korea Society of Health Service Management,,학회
,19764383,유럽헌법연구,,등재,사회과학 > 법학 > 공법 > 헌법,2007,연3회,"한국어,영어",유럽헌법학회,,,학회
20927843,19760280,BioChip Journal,BioChip Journal,등재,공학 > 생물공학,2007,연4회,영어,한국바이오칩학회,The Korean BioChip Society,,학회
,19764227,통합교육과정연구,Journal of Curriculum Integration,등재,사회과학 > 교육학,2007,연4회,"한국어,영어",한국통합교육과정학회,The Korean society for the study of curriculum integration,,학회
,15988627,보험법연구,Korea Insurance Law Journal,등재,사회과학 > 법학 > 사법 > 상법,2007,연3회,"한국어,영어",(사)한국보험법학회,Korean Insurance Law Association,,학회
,19768338,한국청동기학보,Hanguk Cheongdonggi Hakbo,등재,인문학 > 역사학 > 고고학 > 한국선사고고학,2007,연2회,"한국어,한국어",한국청동기학회,Society for Korean Bronze Culture ,,학회
27138836,19758766,IT와 법연구,IT&LAW REVIEW,등재,사회과학 > 법학 > 기타법학,2007,연2회,"한국어,영어",IT와 법연구소,IT & Law Research Institute,경북대학교,대학부설연구소
,20933150,휴양및경관연구,Journal of recreation and landscape,등재,농수해양학 > 조경학,2007,연4회,한국어,부설 휴양및경관계획연구소,Institute of Recreation and Landscape Planning,전북대학교,대학부설연구소
,19759576,홍익법학,Journal of hongik law review,등재,사회과학 > 법학,2007,연4회,한국어,법학연구소,The Law Reasearch institutute of Hongik Univ.,홍익대학교,대학부설연구소
25082205,25082191,미용예술경영연구,Journal of Beauty Art Management,등재후보,예술체육학 > 미용,2007,연4회,"한국어,영어",한국미용예술경영학회,The Korea Beauty Art Management Association,,학회
,19759657,한국동물실험대체법학회,Journal of Alternatives to Animal Experiments,등재후보,의약학 > 수의학 > 기초수의학 > 실험동물의학,2007,연1회,"영어,한국어",한국동물실험대체법학회,Korean Society for Alternatives to Animal Experiments,,학회
26720310,1976085X,한국지방정치학회보,The Korean Regional Politics Review,등재후보,사회과학 > 정치외교학 > 비교정치 > 지방정치/지방자치,2007,연2회,"한국어,영어",한국지방정치학회,,,학회
,19761481,일본공간,,등재,사회과학 > 지역학,2007,연2회,"한국어,일본어",일본학연구소,The Institute of Japanese Studies,국민대학교,대학부설연구소
,19760736,기독교와 통일,The Journal of Christianity and National Reunification,등재후보,인문학 > 종교학 > 종교사회학,2007,연2회,"한국어,영어",기독교통일학회,Christian Society for National Reunification,,학회
,19761090,고령자치매작업치료학회지,The Journal of Occupational Therapy for the Aged and Dementia,등재,의약학 > 작업치료학,2007,연2회,"한국어,영어",고령자&#65381;치매작업치료학회,Society of Occupational Therapy for the Aged and Dementia,,학회
,19761872,동양문화연구,Youngsan Journal of East Asian Cultural Studies,등재,인문학 > 기타인문학,2007,연2회,"한국어,영어",동양문화연구원,Institute of Oriental Culture,영산대학교,대학부설연구소
20937482,19761317,Asian Nursing Research,Asian Nursing Research,등재,의약학 > 간호학,2007,연5회,영어,한국간호과학회,Korean Society of Nursing Science,,학회
,19765037,동북아법연구,,등재,사회과학 > 법학 > 법학일반 > 비교법학,2007,연3회,"한국어,중국어",동북아법연구소,The Institute for Northeast Asian Law Chonbuk National University,전북대학교,대학부설연구소
20051212,19762283,Gut and Liver,,등재,의약학 > 내과학 > 소화기내과,2007,연6회,영어,거트앤리버 소화기연관학회협의회,,,학회
,19759908,디아스포라연구,Journal of Diaspora Studies,등재,사회과학 > 사회과학일반,2007,연2회,"한국어,영어",글로벌디아스포라연구소,Center for Global Diaspora Studies,전남대학교,대학부설연구소
,19763115,아주법학,Ajou Law Review,등재,사회과학 > 법학,2007,연4회,한국어,법학연구소,Legal Research Institute of Ajou University,아주대학교,대학부설연구소
26354063,19763719,생명윤리정책연구,Asia Pacific Journal of Health Law & Ethics,등재,인문학 > 철학 > 서양철학 > 응용윤리학,2007,연3회,"한국어,영어",생명의료법연구소,Ewha Institute for Biomedical Law & Ethics,이화여자대학교,대학부설연구소
,19763697,제도와 경제,Review of Institution and Economics,등재,사회과학 > 경제학 > 경제학일반,2007,연4회,"한국어,영어",한국제도경제학회,Korea Institution & Economics Association,,학회
,19765169,서울법학,Seoul Law Review,등재,사회과학 > 법학,2007,연4회,한국어,서울시립대학교 법학연구소,Law Research Institute in University of Seoul ,서울시립대학교,대학부설연구소
26715899,19763956,사법,JURIS,등재,사회과학 > 법학 > 법학일반 > 법정책학,2007,연4회,"한국어,영어",사법발전재단,,,학회
,19764324,일감부동산법학,Ilkam Real Estate Law Review,등재,사회과학 > 법학,2007,연2회,한국어,법학연구소,The Institute of Legal Studies Konkuk University,건국대학교,대학부설연구소
27139417,20926138,문화미디어엔터테인먼트법,,등재,사회과학 > 법학 > 분야별법 > 지적재산권법,2007,연2회,"한국어,영어",법학연구원 문화.미디어.엔터테인먼트법연구소,"The institute for Culture, Media, and Entertainment Laws",중앙대학교,대학부설연구소
2713931X,19765304,디지털포렌식연구,Journal of Digital Forensics,등재,공학 > 컴퓨터학,2007,연4회,한국어,한국디지털포렌식학회,,,학회
27136094,19766793,육아정책연구,Korean Journal of Child Care and Education Policy,등재,사회과학 > 사회과학일반,2007,연3회,한국어,육아정책연구소,Korea Institute of Child Care & Education,,일반기관
,19766238,인권법평론,,등재후보,사회과학 > 법학 > 분야별법 > 인권/국제인권법,2007,연2회,한국어,공익인권법센터,Center for Public Interest & Human Rights Law Chonnam National University,전남대학교,대학부설연구소
2671633X,19766785,고궁문화,Gogung Munhwa,등재후보,예술체육학 > 미술 > 미술일반 > 미술사,2007,연1회,"한국어,영어",국립고궁박물관,NATIONAL PALACE MUSEUM OF KOREA,,학회
,19767331,융합사회와 공공정책,The Journal of Convergence Society and Public Policy,등재,사회과학 > 정책학,2007,연4회,"한국어,영어",융합사회연구소,Dankook University Institute for Convergence Society (DICS),단국대학교,대학부설연구소
,19769660,에피스테메,,등재,인문학 > 기타인문학,2007,연2회,"영어,프랑스어",응용문화연구소,Center for Applied Cultural Studies,고려대학교,대학부설연구소
,1976636X,의료경영학연구,Health Service Management Review,등재,사회과학 > 경영학 > 분야별경영 > 의료경영,2007,연4회,"한국어,영어",경영연구원,Management Research Institute,경희대학교,대학부설연구소
,2092576X,다문화와 평화,Multiculture & Peace,등재,복합학 > 학제간연구,2007,연3회,"한국어,영어",다문화평화연구소,Multiculture & Peace Institute,성결대학교,대학부설연구소
26360446,20053851,퇴계학논집,TOEGYE-HAK-LON-JIB ,등재,인문학 > 철학,2007,연2회,한국어,영남퇴계학연구원,Yeongnam Toegye Studies Institute,,학회
26718677,19769253,지급결제학회지,Journal of Payment and Settlement,등재후보,사회과학 > 경제학 > 금융(화폐)경제,2007,연2회,"한국어,영어",한국지급결제학회,KPSA(Korean Payment & Settlement Association),,학회
2733452X,20929692,한국금형공학회지,Journal of the Korea Society of Die & Mould Engineering,등재후보,공학 > 재료공학 > 금속재료 > 금형공학,2007,연4회,"한국어,영어",한국금형공학회,Korea Society of Die & Mould Engineering ,,학회
27339319,20055684,한국케어매니지먼트 연구,Korea Academy of Care Management,등재,사회과학 > 사회복지학,2008,연4회,"한국어,영어",한국통합사례관리학회,Korean Academy of Integrated Care Management,,학회
,20056214,한국군사회복지학,,등재,사회과학 > 사회복지학,2008,연2회,한국어,한국군사회복지학회,Korean Academy of Military Social Welfare,,학회
26716083,19768222,중등영어교육,Secondary English Education,등재,사회과학 > 교육학 > 교과교육학 > 영어교육학,2008,연4회,"한국어,영어",한국중등영어교육학회,The Korea Association of Secondary English Education (KASEE),,학회
,20054203,한국테러학회보,Korean terrorism studies Review,등재,사회과학 > 사회과학일반,2008,연4회,한국어,한국테러학회,The Korean Association for Terrorism Studies,,학회
27339033,20929285,영유아아동정신건강연구,Korean Journal for Infant Mental Health ,등재후보,사회과학 > 심리과학 > 상담심리/심리치료,2008,연2회,"한국어,영어",한국영유아아동정신건강학회,Korean association for infant mental health,,학회
26718634,2005212X,중환자간호학회지,Journal of Korean Critical Care Nursing,등재,의약학 > 간호학 > 성인간호 > 중환자간호,2008,연3회,한국어,한국중환자간호학회,Korean Society of Critical Care Nursing,,학회
,20050348,Journal of Neurocritical Care,Journal of Neurocritical Care,등재,의약학 > 신경과학 > 일반신경학,2008,연2회,"한국어,영어",대한신경집중치료학회,The Korean Neurocritical Care Society,,학회
,97911308,춘원연구학보,Chunwon Research journal ,등재,인문학 > 한국어와문학 > 국문학,2008,연1회,"한국어,영어",춘원연구학회,Chunwon Research Society,,학회
