국제표준연속 간행물번호(전자식),국제표준연속 간행물번호(종이식),학술지명(국문),학술지명(외국어),등재 구분,학술지 연구분야,창간년도,발행간기,사용언어,발행기관명(국문),발행기관명(영문),부설연구소 소속 대학,기관 구분
23839376,1229313X,한국사이코드라마학회지,The Korean Journal of Psychodrama,등재후보,의약학 > 정신과학 > 정신치료학,1998,연2회,"한국어,한국어",한국사이코드라마.소시오드라마학회,The Korean Association for Psychodrama & Sociodrama,,학회
15577600,1096620x,Journal of Medicinal Food,Journal of Medicinal Food,등재,농수해양학 > 식품과학 > 기능성식품,1998,연12회,"영어,영어",한국식품영양과학회,The Korean Society of Food Science and Nutrition,,학회
22886850,22880585,Annals of Clinical Microbiology,Annals of Clinical Microbiology,등재,의약학 > 임상병리학 > 임상미생물학 > 항균제내성학,1998,연4회,"한국어,영어",대한임상미생물학회,The Korean Society of Clinical Microbiology,,학회
,22879706,한국유체기계학회 논문집,The KSFM Journal of Fluid Machinery,등재,공학 > 기계공학,1998,연6회,"한국어,한국어",한국유체기계학회,Korean Society for Fluid Machinery,,학회
27339440,12291943,한국시학연구,The Korean Poetics Studies,등재,인문학 > 한국어와문학,1998,연4회,"한국어,영어",한국시학회,The Korean Poetics Studies Association,,학회
21639167,21639159,Journal of Global Scholars of Marketing Science(마케팅과학연구),全球科,등재,사회과학 > 경영학,1998,연4회,"영어,중국어",한국마케팅과학회,Korean Scholars of Marketing Science,,학회
,12293113,법학연구,Law Review,등재,사회과학 > 법학,1998,연4회,"한국어,한국어",한국법학회,Korean Law Association,,학회
,17381207,동서정신과학,THE KOREAN JOURNAL OF EAST WEST MIND SCIENCE,등재후보,인문학 > 철학 > 철학일반 > 동서비교철학,1998,연1회,"한국어,중국어",한국동서정신과학회,The Korean East West Mind Science Association,,학회
,15981223,한국화예디자인학 연구,Korea Society of Floral Art & Design,등재후보,예술체육학 > 기타예술체육,1998,연2회,"한국어,한국어",한국화예디자인학회,The Korean Society of Floral Art & Design,,학회
,15982823,세계 역사와 문화 연구,World History and Culture,등재,인문학 > 역사학,1998,연4회,"한국어,한국어",한국세계문화사학회,Korea Association of World History and Culture,,학회
,1738544X,생활과학연구논총,,등재후보,자연과학 > 생활과학,1998,연3회,"한국어,영어",생활과학연구소,Research Institute of Human Ecology,충북대학교,대학부설연구소
,1738088X,인문과학연구,,등재,인문학 > 기타인문학,1998,연3회,"한국어,영어",인문과학연구소,The Institute of Humanities,대구가톨릭대학교,대학부설연구소
,15983773,프랑스고전문학연구,Litterature Classique Francaise,등재,인문학 > 프랑스어와문학 > 프랑스문학 > 기타프랑스문학,1998,연1회,"한국어,프랑스어",한국프랑스고전문학회,Societe Coreenne de la Litterature Classique Francaise,,학회
,12292133,선교와신학,,등재,인문학 > 기독교신학,1998,연3회,"한국어,영어",세계선교연구원,Center for World Mission,장로회신학대학교,대학부설연구소
26716372,15988295,한복문화,Journal of Korean Traditional Costume,등재,예술체육학 > 의상,1998,연4회,"한국어,영어",한복문화학회,The Society of Korean Traditional Costume,,학회
,1226833x,한국산업융합학회논문집,Journal of The Korean Society of Industry Convergence,등재,공학 > 공학일반 > 기타공학일반,1998,연6회,"한국어,영어",한국산업융합학회,The Korean Society of Industry Convergence,,학회
21663394,12269328,Geosystem Engineering,,등재,공학 > 자원공학,1998,연6회,영어,한국자원공학회,The Korean Society of Mineral and Energy Resources Engineers,,학회
2384051X,12291064,지구물리와 물리탐사,Geophysics and Geophysical Exploration ,등재,공학 > 자원공학 > 물리탐사,1998,연4회,"한국어,영어",한국지구물리.물리탐사학회,Korea Society of Earth and Exploration Geophysicists,,학회
22341757,,Fisheries and Aquatic Sciences,,등재,농수해양학 > 수산학,1998,부정기,영어,한국수산과학회,The Korean Society of Fisheries and Aquatic Science,,학회
22347941,19760442,Journal of Applied Biological Chemistry,Journal of Applied Biological Chemistry,등재,농수해양학 > 농학 > 농화학,1998,연4회,"한국어,영어",한국응용생명화학회,The Korean Society For Applied Biological Chemistry,,학회
,1229036X,한국사회,,등재,사회과학 > 사회학,1998,연2회,한국어,한국사회연구소,"Institute of Social Research, Korea University",고려대학교,대학부설연구소
20929900,17386756,Journal of Breast Cancer,Journal of Breast Cancer,등재,의약학 > 일반외과학 > 종양외과/외과종양,1998,연6회,"영어,영어",한국유방암학회,,,학회
26715597,19757190,한국유아교육연구,Korean Journal of Early Childhood Education Research,등재,사회과학 > 교육학 > 분야교육 > 유아교육,1998,연4회,"한국어,영어",유아교육연구소,Research Institute for Early Childhood Education - Korea National University of Education,한국교원대학교,대학부설연구소
26718200,26714574,Journal of Asian Sociology,Journal of Asian Sociology,등재,사회과학 > 사회학,1998,연4회,영어,사회발전연구소,Institute for Social Development and Policy Research,서울대학교,대학부설연구소
,15207412,Acta Koreana,,등재,인문학 > 기타인문학,1998,연2회,영어,한국학연구원,Academia Koreana,계명대학교,대학부설연구소
26360640,15989127,한국군사과학기술학회지,Journal of the Korea Institute of Military Science and Technology,등재,공학 > 기타공학,1998,연6회,"한국어,한국어",한국군사과학기술학회,,,학회
27138283,17386454,공학교육연구,Journal of Engineering Education Research,등재,복합학 > 학제간연구,1998,연6회,"한국어,영어",한국공학교육학회,Korean Society for Engineering Education,,학회
,12291080,대각사상,Maha Bodhi Thought,등재,인문학 > 불교학,1998,연2회,"한국어,영어",대각사상연구원,Institute of Maha Bodhi Thought,,학회
,22884467,유아교육·보육복지연구,Journal of Early Childhood Education & Educare Welfare,등재,사회과학 > 사회과학일반 > 사회과학교육,1998,연4회,"한국어,영어",한국유아교육ㆍ보육복지학회,The Korea Association for Early Childhood Education & Educare Welfare,,학회
27136051,12294616,현대북한연구,Review of North Korean Studies ,등재,사회과학 > 정치외교학 > 한국정치 > 북한정치/통일,1998,연3회,"한국어,영어",심연북한연구소,The Simyeon Institute for North Korean Studies,북한대학원대학교,대학부설연구소
,15983668,헤세연구,Hesse-Forschung,등재,인문학 > 독일어와문학,1998,연2회,"한국어,독일어",한국헤세학회,,,학회
,17385741,박물관학보,Journal of Museum Studies,등재,인문학 > 역사학 > 고고학 > 박물관학,1998,연2회,"한국어,영어",한국박물관학회,The Korean Society of Museum Studies,,학회
,1229294X,재활간호학회지,The Korean Journal of Rehabilitation Nursing,등재,의약학 > 간호학 > 재활간호,1998,연2회,"한국어,영어",한국재활간호학회,Korean Academic Society Of Rehabiltaion Nursing,,학회
,20930585,보건과 복지,Health & Welfare,등재,사회과학 > 정책학 > 문화/사회/보건복지정책,1998,연4회,"한국어,영어",한국보건복지학회,The Korean Society Of Health And Welfare,,학회
,25865048,직업능력개발연구,Journal of Vocational Education & Training,등재,사회과학 > 교육학,1998,연3회,"한국어,영어",한국직업능력개발원,Korea Research Institute for Vocational Education & Training,,일반기관
,12295752,대한건축학회연합논문집,journal of the regional association of architectural institute of korea,등재,공학 > 건축공학,1999,연6회,"한국어,한국어",대한건축학회지회연합회,The Regional Association of Architectural Institute of Korea,,학회
,12299235,日本思想,Journal of Japanese Thought,등재,인문학 > 철학,1999,연2회,"한국어,일본어",한국일본사상사학회,Korean Association For Japanese Thought,,학회
2734018X,17387035,신종교연구,Journal of the Korean Academy of New Religions,등재,인문학 > 종교학,1999,연2회,"한국어,영어",한국신종교학회,The Korean Academy of New Religions,,학회
25086960,2508691X,Annals of Clinical Neurophysiology,Annals of Clinical Neurophysiology,등재,의약학 > 신경과학,1999,연2회,"영어,영어",대한임상신경생리학회,The Korean Society  for clinical Neurophysiology,,학회
27340414,15988163,소년보호연구,Korean Juvenile Protection Review,등재,사회과학 > 법학 > 공법 > 형사정책,1999,연2회,한국어,한국소년정책학회,,,학회
26714280,12295574,프랑스문화예술연구,Etudes de la Culture Francaise et de Arts en France,등재,인문학 > 프랑스어와문학 > 프랑스어학 > 프랑스문화학,1999,연4회,"한국어,프랑스어",프랑스문화예술학회,Association D'Etudes De La Culture Francaise Et Des Arts En France,,학회
20058349,20058349,GRI연구논총,,등재,사회과학 > 국제/지역개발 > 지역개발,1999,연4회,"한국어,영어",재단법인 경기연구원,Gyeonggi Research Institute,,일반기관
24662348,12294705,청소년복지연구,,등재,사회과학 > 사회복지학 > 청소년복지,1999,연4회,"한국어,한국어",한국청소년복지학회,,,학회
,19750927,동양예술,THE EASTERN ART,등재,예술체육학 > 미술 > 기타미술,1999,연4회,한국어,한국동양예술학회,KOREA SOCIETY FOR SCIENCE OF EASTERN ART,,학회
,17381614,한국무속학,Korean Shamanism,등재,인문학 > 역사학,1999,연2회,"한국어,영어",한국무속학회,,,학회
27340252,17385180,영상기술연구,journal of the moving image technology associon of korea,등재,예술체육학 > 예술일반,1999,연3회,한국어,한국영상제작기술학회,Moving Image Technology Association of Korea,,학회
,15989011,영주어문,The Journal of Yeongju Language & Literature,등재,인문학 > 한국어와문학 > 국문학 > 기타국문학,1999,연3회,한국어,영주어문학회,The Association of Yeongju Language & Literature,,학회
,12296457,대한시과학회지,The Korean Journal of Vision Science,등재,자연과학 > 자연과학일반 > 기타자연과학일반,1999,연4회,"한국어,영어",대한시과학회,The Korean Society Of Vision Science,,학회
2713881X,15989542,화법연구,Journal of Speech Communication,등재,인문학 > 한국어와문학,1999,연4회,"한국어,영어",한국화법학회,The Korean Association Of Speech Communication,,학회
22873139,22348565,Journal of Cerebrovascular and Endovascular Neurosurgery,Journal of Cerebrovascular and Endovascular Neurosurgery,등재후보,의약학 > 신경외과학 > 뇌신경외과,1999,연4회,"영어,영어",대한뇌혈관외과학회,The Korean Society of Cerebrovascuar Surgery,,학회
,1598091X,비교형사법연구,Korean Journal of Comparative Criminal Law,등재,사회과학 > 법학,1999,연4회,한국어,한국비교형사법학회,Korean Association Of Comparative Criminal Law,,학회
20937717,17383110,유통과학연구,Journal of Distribution Science,등재,사회과학 > 경제학 > 분야별경제 > 산업/서비스경제,1999,연12회,"영어,한국어",한국유통과학회,Korea Distribution Science Association,,학회
,12296031,한국습지학회지,Journal of Wetlands Researh,등재,자연과학 > 기타자연과학,1999,연4회,"한국어,영어",한국습지학회,Korean Wetlands Society,,학회
